from_node_id,to_node_id,maxspeed,length,speed_kph,travel_time,bearing,geometry,highway_type,out_degree,in_degree,lanes
1089,629,0,53.821,44.4,4.4,8.7,"LINESTRING (-8.5965553 41.1617417, -8.596527200000001 41.1617993, -8.5964641 41.1621579, -8.596458800000001 41.1622187)",3,2,2,0
1090,1015,0,61.194,48.6,4.5,269.6,"LINESTRING (-8.590460999999999 41.1562481, -8.5910242 41.1562435, -8.5911919 41.1562443)",4,1,2,3
1091,1030,0,439.474,48.6,32.6,89.7,"LINESTRING (-8.5904553 41.1555498, -8.589961199999999 41.1555534, -8.5898629 41.1555539, -8.5888747 41.1555457, -8.588215999999999 41.1555448, -8.588069300000001 41.1555435, -8.5867746 41.1555502, -8.586286100000001 41.1555506, -8.585692399999999 41.1555568, -8.5854304 41.1555538, -8.585207799999999 41.1555733)",4,1,2,3
1091,2078,20,135.398,20.0,24.4,139.0,"LINESTRING (-8.5904553 41.1555498, -8.590381499999999 41.1554697, -8.5893953 41.154631)",3,3,2,0
1091,1090,0,77.648,48.6,5.8,359.6,"LINESTRING (-8.5904553 41.1555498, -8.5904566 41.1556542, -8.5904603 41.1561441, -8.590460999999999 41.1562481)",4,1,2,2
1092,1015,0,38.961,46.2,3.0,196.5,"LINESTRING (-8.591065499999999 41.1565648, -8.5911192 41.156484, -8.5911232 41.1563282, -8.591139500000001 41.1562761, -8.5911919 41.1562443)",5,1,2,2
1093,976,50,44.331,50.0,3.2,113.5,"LINESTRING (-8.5916487 41.1595837, -8.591163099999999 41.1594247)",3,1,2,0
1093,3591,20,77.741,20.0,14.0,172.7,"LINESTRING (-8.5916487 41.1595837, -8.591531 41.1588902)",3,2,2,0
1094,1093,20,78.801,20.0,14.2,171.5,"LINESTRING (-8.591788599999999 41.1602845, -8.5916487 41.1595837)",3,2,2,0
1094,975,0,81.361,44.4,6.6,110.7,"LINESTRING (-8.591788599999999 41.1602845, -8.590879599999999 41.1600256)",3,2,2,0
1094,632,0,61.398,44.4,5.0,352.9,"LINESTRING (-8.591788599999999 41.1602845, -8.5918796 41.1608324)",3,1,2,0
1095,872,0,63.204,44.4,5.1,359.7,"LINESTRING (-8.603488199999999 41.1693857, -8.6034918 41.1699541)",3,4,2,0
1095,875,0,89.078,44.4,7.2,180.1,"LINESTRING (-8.603488199999999 41.1693857, -8.603489700000001 41.1685846)",3,3,2,0
1095,1096,0,129.125,39.2,11.9,215.7,"LINESTRING (-8.603488199999999 41.1693857, -8.603975999999999 41.1689263, -8.6043871 41.1684439)",0,1,2,0
1096,874,0,230.716,39.2,21.2,158.9,"LINESTRING (-8.6043871 41.1684439, -8.6043977 41.1684205, -8.6043991 41.1683972, -8.6043711 41.1682206, -8.604321300000001 41.1678211, -8.6042863 41.1674511, -8.604291399999999 41.1673446, -8.6042548 41.1672299, -8.6038234 41.1669823, -8.6035488 41.166705, -8.6034606 41.1666329)",0,1,2,0
1097,872,0,193.616,46.2,15.1,79.6,"LINESTRING (-8.605730299999999 41.1696451, -8.6054493 41.1697118, -8.6051518 41.1697988, -8.6045634 41.1699564, -8.6045032 41.1699694, -8.6044429 41.1699745, -8.6034918 41.1699541)",5,4,2,0
1097,4250,0,46.449,46.2,3.6,288.9,"LINESTRING (-8.605730299999999 41.1696451, -8.605834400000001 41.1696447, -8.605927899999999 41.1696497, -8.6060889 41.1697025, -8.606180699999999 41.1697416, -8.606241000000001 41.1697764)",5,2,2,0
1097,1096,0,193.709,39.2,17.8,139.9,"LINESTRING (-8.605730299999999 41.1696451, -8.605775599999999 41.1695646, -8.605872 41.1693932, -8.6055557 41.1691935, -8.6053751 41.1690651, -8.605011899999999 41.1688067, -8.604651199999999 41.1685814, -8.6043871 41.1684439)",0,1,2,0
1098,610,0,14.351,46.2,1.1,189.2,"LINESTRING (-8.5974529 41.1653961, -8.597480300000001 41.1652687)",5,3,2,0
1098,2312,0,77.975,48.6,5.8,280.2,"LINESTRING (-8.5974529 41.1653961, -8.598369699999999 41.1655202)",4,2,2,0
1099,723,0,72.072,44.4,5.8,152.0,"LINESTRING (-8.6648174 41.160794, -8.664413 41.1602218)",3,2,1,0
1099,1101,0,204.828,44.4,16.6,62.5,"LINESTRING (-8.6648174 41.160794, -8.664513899999999 41.1609128, -8.6644823 41.1609219, -8.664068800000001 41.1610858, -8.6638701 41.1611647, -8.663845800000001 41.1611743, -8.6634388 41.1613336, -8.663221500000001 41.1614186, -8.663191899999999 41.1614302, -8.6629884 41.1615099, -8.6626467 41.1616436)",3,1,1,0
1100,759,0,204.527,44.4,16.6,63.7,"LINESTRING (-8.664013300000001 41.1596696, -8.6637076 41.1597699, -8.6635334 41.1598372, -8.663335099999999 41.1599138, -8.663306199999999 41.1599249, -8.6631021 41.1600037, -8.6629421 41.1600655, -8.6629047 41.16008, -8.662736499999999 41.160145, -8.662593299999999 41.1602002, -8.662535399999999 41.1602226, -8.6619188 41.1604608, -8.661825199999999 41.1604855)",3,2,2,0
1100,724,0,97.803,44.4,7.9,151.9,"LINESTRING (-8.664013300000001 41.1596696, -8.6638784 41.1594784, -8.6637079 41.1592345, -8.6636831 41.1592029, -8.663512300000001 41.1589597, -8.663463699999999 41.1588935)",3,2,2,0
1101,757,0,45.637,44.4,3.7,334.2,"LINESTRING (-8.6626467 41.1616436, -8.662884 41.1620131)",3,2,2,0
1102,1359,50,96.634,50.0,7.0,358.1,"LINESTRING (-8.6094057 41.1813442, -8.609443000000001 41.1822128)",5,3,2,2
1102,3702,50,22.997,50.0,1.7,177.4,"LINESTRING (-8.6094057 41.1813442, -8.609393000000001 41.1811376)",5,2,2,2
1102,3259,0,20.939,44.4,1.7,268.8,"LINESTRING (-8.6094057 41.1813442, -8.609494 41.1813444, -8.609655800000001 41.1813401)",3,1,2,0
1103,1104,0,17.267,43.6,1.4,290.5,"LINESTRING (-8.597084300000001 41.1822941, -8.597277500000001 41.1823486)",2,1,1,2
1103,4172,0,166.508,48.6,12.3,4.2,"LINESTRING (-8.597084300000001 41.1822941, -8.5969865 41.182343, -8.596971099999999 41.1823565, -8.596957 41.182369, -8.5969452 41.1823949, -8.5969426 41.1837424)",4,0,1,0
1104,1308,0,183.709,43.6,15.2,289.7,"LINESTRING (-8.597277500000001 41.1823486, -8.597375599999999 41.182382, -8.5977084 41.1824701, -8.597983899999999 41.182543, -8.598129699999999 41.1825816, -8.5989711 41.1828044, -8.5993444 41.1829043)",2,1,1,2
1105,1103,0,15.146,43.3,1.3,30.9,"LINESTRING (-8.597177200000001 41.1821772, -8.597084300000001 41.1822941)",2,2,2,2
1105,4803,0,43.674,43.6,3.6,109.9,"LINESTRING (-8.597177200000001 41.1821772, -8.5969338 41.1821112, -8.596686399999999 41.1820437)",2,2,2,2
1106,4229,0,7.956,48.6,0.6,202.7,"LINESTRING (-8.5992274 41.1779635, -8.599264099999999 41.1778975)",4,3,2,3
1106,3761,0,44.445,48.6,3.3,21.3,"LINESTRING (-8.5992274 41.1779635, -8.599041400000001 41.1783219, -8.5990345 41.1783359)",4,2,2,2
1107,1392,0,36.719,44.4,3.0,332.3,"LINESTRING (-8.5947706 41.1802637, -8.594974499999999 41.1805561)",3,3,1,0
1108,1000,0,35.025,48.6,2.6,249.3,"LINESTRING (-8.6008484 41.1739079, -8.600915499999999 41.1738773, -8.600997899999999 41.1738485, -8.601057600000001 41.1738331, -8.6011677 41.1738077, -8.6012372 41.1737971)",4,3,3,2
1108,999,0,125.604,48.6,9.3,46.9,"LINESTRING (-8.6008484 41.1739079, -8.6007561 41.1739634, -8.600339699999999 41.174264, -8.5998871 41.1745908, -8.5997536 41.1746799)",4,4,3,2
1109,2367,0,42.335,44.4,3.4,334.7,"LINESTRING (-8.5994616 41.1716092, -8.5996775 41.1719535)",3,2,2,0
1109,2375,0,91.446,39.2,8.4,306.1,"LINESTRING (-8.5994616 41.1716092, -8.600038899999999 41.171532, -8.600014699999999 41.1719126)",0,3,2,0
1110,1105,0,12.577,48.6,0.9,16.2,"LINESTRING (-8.5972192 41.1820686, -8.597177200000001 41.1821772)",4,2,2,3
1111,154,0,886.805,48.6,65.7,317.4,"LINESTRING (-8.643871300000001 41.1703707, -8.643929200000001 41.170458, -8.643982100000001 41.1705068, -8.644203299999999 41.1706851, -8.644638199999999 41.1710136, -8.6454851 41.171718, -8.645587900000001 41.1718013, -8.645907599999999 41.1720604, -8.646151100000001 41.172256, -8.646961900000001 41.1729148, -8.6471067 41.1730321, -8.6479249 41.1736953, -8.6483209 41.1740162, -8.6487263 41.1743447, -8.6490624 41.1746185, -8.649122 41.1746671, -8.6495783 41.1750314, -8.6499559 41.1753329, -8.6500561 41.1754158, -8.650820400000001 41.1760481, -8.6510449 41.1762338)",4,2,3,2
1111,1253,0,26.416,48.6,2.0,169.2,"LINESTRING (-8.643871300000001 41.1703707, -8.6438404 41.1703019, -8.643821000000001 41.170226, -8.6438124 41.1701386)",4,3,3,2
1112,3418,40,81.009,40.0,7.3,356.7,"LINESTRING (-8.6421381 41.1707813, -8.642104 41.1708339, -8.6420846 41.1709021, -8.6420979 41.1710186, -8.6421265 41.1711167, -8.6421384 41.1711791, -8.642151800000001 41.1713848, -8.642193499999999 41.1714943)",5,3,1,1
1112,3651,0,12.957,48.6,1.0,251.7,"LINESTRING (-8.6421381 41.1707813, -8.642178400000001 41.1707858, -8.6422229 41.1707805, -8.6422504 41.1707676, -8.642275 41.1707472)",4,1,1,2
1113,3093,0,91.253,48.6,6.8,152.8,"LINESTRING (-8.599056900000001 41.1491025, -8.598930899999999 41.1490113, -8.598861400000001 41.1489305, -8.598818700000001 41.1488643, -8.5986042 41.1484505, -8.598565199999999 41.1483815)",4,2,1,3
1113,4485,0,27.541,43.6,2.3,76.0,"LINESTRING (-8.599056900000001 41.1491025, -8.5990292 41.1490937, -8.5990015 41.1490894, -8.598955699999999 41.1490894, -8.5988995 41.1490977, -8.598871600000001 41.1491036, -8.598841699999999 41.1491148, -8.598813399999999 41.149126, -8.598787099999999 41.1491405, -8.598755000000001 41.1491592)",2,1,1,1
1114,2784,0,50.933,46.2,4.0,63.2,"LINESTRING (-8.581676399999999 41.1657348, -8.581301699999999 41.1658829, -8.581133599999999 41.1659415)",5,4,2,2
1114,2780,0,29.369,46.2,2.3,252.7,"LINESTRING (-8.581676399999999 41.1657348, -8.5818513 41.1656831, -8.5820104 41.1656566)",5,1,2,1
1115,3782,0,119.04,46.2,9.3,155.3,"LINESTRING (-8.579034099999999 41.1711627, -8.578961899999999 41.1710301, -8.5788715 41.1709465, -8.578442799999999 41.1708193, -8.5783734 41.1707557, -8.5783668 41.17068, -8.578572599999999 41.1704064)",5,3,3,0
1115,855,0,192.518,44.4,15.6,247.9,"LINESTRING (-8.579034099999999 41.1711627, -8.5790805 41.1711407, -8.5791092 41.1711108, -8.5791489 41.171023, -8.5791716 41.1709913, -8.579337199999999 41.1708976, -8.579750499999999 41.1706175, -8.5798582 41.1705475, -8.5799576 41.1705164, -8.580053599999999 41.170502, -8.580147699999999 41.170495, -8.5802377 41.1704969, -8.580679099999999 41.1705917, -8.5808117 41.1705942, -8.580947800000001 41.170578)",3,3,3,0
1115,3175,0,371.67,46.2,29.0,35.0,"LINESTRING (-8.579034099999999 41.1711627, -8.5790677 41.1713594, -8.5790457 41.1714458, -8.579028900000001 41.171512, -8.578947100000001 41.1716631, -8.5787514 41.1719644, -8.5785442 41.1721931, -8.5783427 41.1723652, -8.577335 41.1731887, -8.577173800000001 41.1733199, -8.5769117 41.1735333, -8.576555300000001 41.1738234)",5,3,3,0
1116,4001,0,50.25,44.4,4.1,108.0,"LINESTRING (-8.5760095 41.174448, -8.575438399999999 41.1743086)",3,4,4,0
1116,573,0,412.782,44.4,33.5,267.4,"LINESTRING (-8.5760095 41.174448, -8.5761497 41.1744779, -8.5764569 41.174522, -8.577689400000001 41.1745632, -8.5779608 41.1745614, -8.5782319 41.1745634, -8.580424300000001 41.1743538, -8.5808319 41.1742922, -8.580901900000001 41.1742816)",3,3,4,0
1116,2159,0,361.295,46.2,28.2,15.7,"LINESTRING (-8.5760095 41.174448, -8.5759813 41.1745544, -8.5758489 41.1751357, -8.575824900000001 41.1752409, -8.5757216 41.1756412, -8.5756686 41.1758337, -8.575616500000001 41.1760254, -8.575413599999999 41.1765611, -8.575200799999999 41.1769898, -8.574933100000001 41.1774386, -8.5748499 41.177561)",5,2,4,0
1116,3175,0,83.788,46.2,6.5,213.3,"LINESTRING (-8.5760095 41.174448, -8.576182899999999 41.1741716, -8.576374899999999 41.1739703, -8.576502400000001 41.1738665, -8.576555300000001 41.1738234)",5,3,4,0
1117,986,0,64.771,44.4,5.3,345.0,"LINESTRING (-8.5817286 41.1648012, -8.5817923 41.1651946, -8.5818374 41.1652826, -8.5819235 41.1653477)",3,2,1,0
1118,840,0,114.0,44.4,9.2,176.8,"LINESTRING (-8.582250800000001 41.1675194, -8.582428200000001 41.167072, -8.5824292 41.1670277, -8.582342300000001 41.1668571, -8.582179200000001 41.1665494)",3,1,2,0
1119,1118,0,202.198,44.4,16.4,97.9,"LINESTRING (-8.5841683 41.1677204, -8.583369299999999 41.167854, -8.5833084 41.1678952, -8.583117100000001 41.1679109, -8.582872699999999 41.1678196, -8.582726299999999 41.1678006, -8.5823602 41.1677791, -8.582261300000001 41.1678045, -8.582235300000001 41.167791, -8.5822223 41.167763, -8.5822199 41.167735, -8.5823018 41.1675754, -8.582289599999999 41.1675441, -8.582250800000001 41.1675194)",3,1,2,0
1119,3200,0,238.42,44.4,19.3,255.9,"LINESTRING (-8.5841683 41.1677204, -8.5847278 41.1675666, -8.585293200000001 41.167424, -8.586531900000001 41.1670927, -8.586831399999999 41.1672167)",3,3,2,0
1119,2471,0,92.784,44.4,7.5,33.8,"LINESTRING (-8.5841683 41.1677204, -8.583641699999999 41.1683446, -8.583553200000001 41.1684123)",3,3,2,0
1120,894,0,165.695,44.4,13.4,127.2,"LINESTRING (-8.6101283 41.1703101, -8.608551 41.1694097)",3,2,2,0
1120,4667,0,104.019,44.4,8.4,220.8,"LINESTRING (-8.6101283 41.1703101, -8.610170999999999 41.1702688, -8.610390199999999 41.1700775, -8.6107555 41.1697587, -8.6108782 41.1696554, -8.6109396 41.1696016)",3,3,2,2
1121,876,0,116.761,48.6,8.6,355.5,"LINESTRING (-8.6062487 41.164361, -8.6062598 41.1644659, -8.6063496 41.165314, -8.6063584 41.1654078)",4,2,2,3
1122,2352,0,16.762,48.6,1.2,340.4,"LINESTRING (-8.6123058 41.1683638, -8.612373 41.1685058)",4,3,3,2
1122,1507,0,106.74,48.6,7.9,162.6,"LINESTRING (-8.6123058 41.1683638, -8.612237199999999 41.1681969, -8.611923600000001 41.167448)",4,2,3,2
1122,4732,0,61.198,44.4,5.0,38.0,"LINESTRING (-8.6123058 41.1683638, -8.6122513 41.1684607, -8.6118589 41.1687937)",3,3,3,0
1123,991,0,49.367,48.6,3.7,3.5,"LINESTRING (-8.6230318 41.1705142, -8.6229575 41.1705626, -8.622907100000001 41.1706261, -8.6228856 41.1706983, -8.6228953 41.170772, -8.622935099999999 41.1708396, -8.6230011 41.1708945)",4,2,2,3
1124,1087,0,126.612,48.6,9.4,351.0,"LINESTRING (-8.6228993 41.1691637, -8.622909699999999 41.1692028, -8.6229181 41.1692398, -8.623052599999999 41.1698531, -8.6231372 41.1702881)",4,2,3,3
1124,4509,0,76.611,48.6,5.7,70.1,"LINESTRING (-8.6228993 41.1691637, -8.622125199999999 41.1693719, -8.6220386 41.1693979)",4,3,3,3
1124,913,0,71.901,48.6,5.3,249.6,"LINESTRING (-8.6228993 41.1691637, -8.623239 41.1690701, -8.623704200000001 41.1689379)",4,2,3,3
1125,2333,0,190.782,48.6,14.1,170.9,"LINESTRING (-8.6261528 41.1716148, -8.626032800000001 41.1710435, -8.625899499999999 41.1704093, -8.6257936 41.1699205)",4,3,3,0
1125,283,0,189.124,48.6,14.0,345.8,"LINESTRING (-8.6261528 41.1716148, -8.6261706 41.1716979, -8.626345799999999 41.1725002, -8.6264194 41.172719, -8.626538200000001 41.1729673, -8.6267046 41.1732552)",4,3,3,0
1125,914,0,156.495,44.4,12.7,83.7,"LINESTRING (-8.6261528 41.1716148, -8.626071400000001 41.1716242, -8.6257053 41.171652, -8.6242945 41.1717693)",3,1,3,0
1126,808,0,94.031,44.4,7.6,25.3,"LINESTRING (-8.627145000000001 41.1481224, -8.6271004 41.1485679, -8.627082400000001 41.148593, -8.627038499999999 41.1486153, -8.6267838 41.1487396, -8.626735999999999 41.148763, -8.6267087 41.1488183)",3,2,1,0
1127,511,0,17.334,48.6,1.3,21.7,"LINESTRING (-8.629083700000001 41.1513364, -8.629007 41.1514812)",4,3,3,3
1127,552,0,37.734,48.6,2.8,210.3,"LINESTRING (-8.629083700000001 41.1513364, -8.6291484 41.1512521, -8.629311299999999 41.1510435)",4,2,3,3
1128,2384,0,33.012,44.4,2.7,233.2,"LINESTRING (-8.6254981 41.1488361, -8.625545900000001 41.1487687, -8.6255863 41.1487281, -8.6256401 41.1486959, -8.625703 41.1486798, -8.6257924 41.1486704)",3,1,2,0
1128,362,0,227.684,48.6,16.9,350.4,"LINESTRING (-8.6254981 41.1488361, -8.625502300000001 41.1488634, -8.6255983 41.149277, -8.6256472 41.1494926, -8.6257871 41.1501093, -8.625793699999999 41.1501385, -8.6259137 41.1506581, -8.6259458 41.1507759, -8.6259494 41.1507966, -8.6259526 41.150815, -8.625953300000001 41.1508542)",4,3,2,4
1128,3740,0,26.802,48.6,2.0,164.2,"LINESTRING (-8.6254981 41.1488361, -8.6255047 41.1487495, -8.6254837 41.1486748, -8.6254153 41.1486163)",4,2,2,0
1129,345,0,58.71,44.4,4.8,32.1,"LINESTRING (-8.594234999999999 41.1556393, -8.594186000000001 41.1556642, -8.5941604 41.1556847, -8.594101800000001 41.1557674, -8.5938657 41.1560823)",3,2,1,1
1130,3244,0,74.12,44.4,6.0,126.2,"LINESTRING (-8.594788899999999 41.1551624, -8.5940748 41.1547684)",3,3,3,0
1130,4953,0,70.744,44.4,5.7,232.8,"LINESTRING (-8.594788899999999 41.1551624, -8.595219999999999 41.1548464, -8.595345500000001 41.1547957, -8.595407 41.1547865, -8.5954452 41.1547867)",3,2,3,0
1130,4472,0,42.01,39.2,3.9,39.9,"LINESTRING (-8.594788899999999 41.1551624, -8.594718200000001 41.1552268, -8.5944673 41.1554524)",0,1,3,0
1131,4953,0,7.216,43.6,0.6,17.8,"LINESTRING (-8.5954715 41.1547249, -8.5954452 41.1547867)",2,2,2,0
1132,1343,0,95.005,44.4,7.7,275.2,"LINESTRING (-8.6077198 41.1665447, -8.608186399999999 41.1665749, -8.6088501 41.166622)",3,2,2,1
1132,1134,0,65.207,44.4,5.3,322.8,"LINESTRING (-8.6077198 41.1665447, -8.607714 41.1666502, -8.6077312 41.1666772, -8.6077621 41.166707, -8.608165400000001 41.1669871)",3,2,2,0
1133,2310,0,51.417,39.2,4.7,318.6,"LINESTRING (-8.6075552 41.1679799, -8.607670799999999 41.1680167, -8.607728 41.1680495, -8.6078262 41.1681385, -8.6078721 41.1681841, -8.6079109 41.1682283, -8.6079303 41.1682641, -8.6079443 41.1683122)",0,3,2,0
1133,1085,0,58.394,39.2,5.4,43.6,"LINESTRING (-8.6075552 41.1679799, -8.60736 41.1681779, -8.6070771 41.1683575)",0,1,2,0
1134,1132,0,65.207,44.4,5.3,142.8,"LINESTRING (-8.608165400000001 41.1669871, -8.6077621 41.166707, -8.6077312 41.1666772, -8.607714 41.1666502, -8.6077198 41.1665447)",3,2,2,0
1134,1133,0,122.338,39.2,11.2,24.8,"LINESTRING (-8.608165400000001 41.1669871, -8.6080164 41.1671553, -8.607934200000001 41.1672873, -8.6078662 41.1674326, -8.6077593 41.1676956, -8.6075552 41.1679799)",0,2,2,0
1135,1134,0,61.345,44.4,5.0,134.6,"LINESTRING (-8.6086843 41.1673724, -8.608666400000001 41.1673396, -8.6085621 41.1672662, -8.608165400000001 41.1669871)",3,2,2,0
1135,4839,0,89.682,44.4,7.3,352.3,"LINESTRING (-8.6086843 41.1673724, -8.609045999999999 41.1674649, -8.6090675 41.1674851, -8.6090675 41.1675194, -8.6087832 41.1679252)",3,1,2,0
1136,1206,0,80.336,44.4,6.5,103.4,"LINESTRING (-8.6743243 41.1520068, -8.674223899999999 41.1520038, -8.6738699 41.1519939, -8.673763900000001 41.1519872, -8.673684700000001 41.1519744, -8.673418099999999 41.1518447)",3,2,1,0
1136,1190,0,91.214,44.4,7.4,6.7,"LINESTRING (-8.6743243 41.1520068, -8.6742329 41.1522524, -8.6741853 41.1526012, -8.674198000000001 41.1528156)",3,2,1,0
1137,1724,0,72.086,39.2,6.6,264.4,"LINESTRING (-8.6745546 41.1506909, -8.674787500000001 41.1506404, -8.6750834 41.1506204, -8.675182100000001 41.1506126, -8.6752389 41.1506132, -8.6753076 41.1506151, -8.675402800000001 41.1506279)",0,2,2,0
1137,1198,0,52.863,39.2,4.9,0.3,"LINESTRING (-8.6745546 41.1506909, -8.6745602 41.1507811, -8.6745456 41.1510321, -8.674550999999999 41.1511659)",0,1,2,0
1138,1722,0,11.617,39.2,1.1,348.6,"LINESTRING (-8.674476200000001 41.1498901, -8.674503700000001 41.1499925)",0,2,2,0
1139,1211,0,5.38,44.4,0.4,31.8,"LINESTRING (-8.664876599999999 41.152335, -8.664842699999999 41.1523761)",3,2,2,0
1139,1751,0,91.912,44.4,7.5,172.2,"LINESTRING (-8.664876599999999 41.152335, -8.6649011 41.1522359, -8.664907899999999 41.1521487, -8.664909 41.1520905, -8.6649002 41.1520085, -8.664878699999999 41.1518682, -8.6648455 41.1517528, -8.664824899999999 41.1516937, -8.6647984 41.1516285, -8.664763300000001 41.1515722, -8.6647312 41.1515317)",3,3,2,0
1140,1142,0,300.261,44.4,24.3,83.4,"LINESTRING (-8.6728346 41.1555741, -8.6728608 41.1556339, -8.672874500000001 41.1556774, -8.672870400000001 41.1557147, -8.6728036 41.1563202, -8.672784099999999 41.1564697, -8.6727764 41.1566276, -8.6727583 41.1567154, -8.6727303 41.1567846, -8.672681000000001 41.1568267, -8.672636499999999 41.1568329, -8.672589 41.1568229, -8.672087400000001 41.1562211, -8.671981799999999 41.1560944, -8.671702399999999 41.1557592, -8.6716353 41.1556787)",3,2,1,0
1140,2178,0,24.096,48.6,1.8,237.9,"LINESTRING (-8.6728346 41.1555741, -8.6729533 41.1555344, -8.6730182 41.1555005, -8.673076099999999 41.1554601)",4,1,1,3
1141,1822,0,21.473,46.2,1.7,62.5,"LINESTRING (-8.675938500000001 41.1595736, -8.675711 41.1596628)",5,3,3,0
1141,2267,0,226.61,46.2,17.7,241.3,"LINESTRING (-8.675938500000001 41.1595736, -8.676430399999999 41.1593709, -8.67662 41.1592898, -8.6769851 41.15914, -8.6774735 41.1589396, -8.6783129 41.1585951)",5,3,3,0
1141,717,0,132.736,44.4,10.8,357.8,"LINESTRING (-8.675938500000001 41.1595736, -8.6760465 41.1597297, -8.676098 41.1598137, -8.6761053 41.1598278, -8.6761286 41.1598726, -8.676126399999999 41.1599261, -8.6760948 41.1599676, -8.6760169 41.1600016, -8.6759988 41.1600095, -8.675930899999999 41.1600369, -8.6758845 41.1600764, -8.6758802 41.1601331, -8.6758743 41.1602183, -8.6758931 41.1602955, -8.675914799999999 41.1603515, -8.6759387 41.160413, -8.6759933 41.1606325)",3,3,3,0
1142,1808,0,18.615,44.4,1.5,150.7,"LINESTRING (-8.6716353 41.1556787, -8.671526500000001 41.1555327)",3,1,2,0
1142,734,0,57.441,48.6,4.3,243.4,"LINESTRING (-8.6716353 41.1556787, -8.672100199999999 41.1554951, -8.6722483 41.1554473)",4,1,2,2
1143,349,0,95.056,48.6,7.0,239.7,"LINESTRING (-8.6549801 41.1521406, -8.6550634 41.1521181, -8.655177399999999 41.1520848, -8.655218899999999 41.1520722, -8.655397499999999 41.1520152, -8.655571200000001 41.1519374, -8.655818099999999 41.1517994, -8.6559524 41.1517135)",4,2,3,3
1143,3098,0,32.506,48.6,2.4,80.6,"LINESTRING (-8.6549801 41.1521406, -8.6548318 41.1521627, -8.6545972 41.1521884)",4,2,3,3
1144,4357,0,12.778,44.4,1.0,29.3,"LINESTRING (-8.651569200000001 41.1614868, -8.651541699999999 41.1615392, -8.6514951 41.1615861)",3,1,2,0
1144,2363,0,109.886,44.4,8.9,146.8,"LINESTRING (-8.651569200000001 41.1614868, -8.651498699999999 41.1614026, -8.651487899999999 41.1613902, -8.6512832 41.1611555, -8.6508509 41.1606597)",3,3,2,0
1145,1184,0,15.671,44.4,1.3,41.8,"LINESTRING (-8.652262800000001 41.1574354, -8.6521381 41.1575405)",3,3,4,0
1145,1154,0,63.704,44.4,5.2,227.8,"LINESTRING (-8.652262800000001 41.1574354, -8.6523527 41.1573466, -8.6524874 41.1572579, -8.6528242 41.1570522)",3,3,4,0
1146,4505,0,294.498,44.4,23.9,312.3,"LINESTRING (-8.653797600000001 41.1599988, -8.654124299999999 41.1602552, -8.6542972 41.1603518, -8.6546995 41.1605391, -8.654775600000001 41.1605678, -8.6549643 41.1606398, -8.6550955 41.1606898, -8.655200499999999 41.1607254, -8.6554132 41.160806, -8.6556152 41.1609661, -8.6556397 41.1609853, -8.6558197 41.1611489, -8.656018299999999 41.161379, -8.6561447 41.1615209, -8.6563035 41.1616993, -8.6563456 41.1617443)",3,2,2,0
1146,3987,0,33.224,44.4,2.7,62.4,"LINESTRING (-8.653797600000001 41.1599988, -8.653677999999999 41.1600441, -8.653445899999999 41.1601372)",3,3,2,0
1147,1181,30,141.385,30.0,17.0,111.4,"LINESTRING (-8.6526535 41.1584699, -8.652112900000001 41.1583181, -8.651818799999999 41.158248, -8.6512613 41.1581156, -8.6511572 41.1580545, -8.6510944 41.1580094)",0,3,3,0
1147,1146,0,196.337,44.4,15.9,330.6,"LINESTRING (-8.6526535 41.1584699, -8.6527653 41.1586154, -8.6529007 41.1587471, -8.652962499999999 41.1588189, -8.6529729 41.1588653, -8.6531626 41.1592393, -8.653221 41.1593222, -8.653279400000001 41.1594022, -8.653409699999999 41.1595474, -8.653524300000001 41.1596717, -8.6537124 41.1598987, -8.6537592 41.1599542, -8.653797600000001 41.1599988)",3,2,3,0
1147,1182,0,129.776,39.2,11.9,284.3,"LINESTRING (-8.6526535 41.1584699, -8.652877 41.1585261, -8.653138800000001 41.1586105, -8.653492699999999 41.1586974, -8.6535803 41.1587164, -8.653667799999999 41.1587283, -8.6538658 41.1587467, -8.654143400000001 41.1587564)",0,2,3,0
1148,704,0,85.119,46.2,6.6,193.0,"LINESTRING (-8.6409629 41.1586844, -8.6411909 41.1579384)",5,1,2,2
1148,1162,0,311.636,44.4,25.3,102.3,"LINESTRING (-8.6409629 41.1586844, -8.640850800000001 41.158663, -8.640383099999999 41.1585863, -8.639658799999999 41.1584687, -8.639436 41.1584325, -8.637325300000001 41.1580897)",3,2,2,0
1149,1222,0,42.319,44.4,3.4,281.4,"LINESTRING (-8.639464 41.1576583, -8.639959599999999 41.1577332)",3,2,2,0
1150,1160,0,70.397,44.4,5.7,222.9,"LINESTRING (-8.637988999999999 41.1571299, -8.6385615 41.1566662)",3,2,1,0
1150,1149,0,138.09,44.4,11.2,295.4,"LINESTRING (-8.637988999999999 41.1571299, -8.638237800000001 41.1572534, -8.638587899999999 41.1574248, -8.6387473 41.1574933, -8.638994200000001 41.1575634, -8.6393676 41.1576392, -8.639464 41.1576583)",3,1,1,0
1151,1152,0,78.696,46.2,6.1,20.2,"LINESTRING (-8.638156 41.1543751, -8.6380786 41.1545338, -8.6378746 41.1549518, -8.637831800000001 41.1550394)",5,2,2,2
