from_node_id,to_node_id,maxspeed,length,speed_kph,travel_time,bearing,geometry,highway_type,out_degree,in_degree,lanes
2329,2332,30,80.869,30.0,9.7,138.8,"LINESTRING (-8.6311266 41.1699844, -8.6310129 41.1700209, -8.630883300000001 41.1700551, -8.630632 41.1695591)",3,3,3,0
2330,833,40,31.633,40.0,2.8,179.1,"LINESTRING (-8.632114700000001 41.1698041, -8.6321055 41.169697, -8.632095899999999 41.1695845, -8.6321087 41.1695208)",4,3,2,2
2330,2169,40,397.613,40.0,35.8,344.5,"LINESTRING (-8.632114700000001 41.1698041, -8.6321691 41.170019, -8.6325439 41.171238, -8.6326299 41.1714536, -8.6326684 41.1715501, -8.6328835 41.1721154, -8.6328982 41.1721519, -8.6331218 41.1727092, -8.6333448 41.1731678, -8.6333828 41.173246)",4,3,2,2
2330,2329,0,139.847,44.4,11.3,76.4,"LINESTRING (-8.632114700000001 41.1698041, -8.632064400000001 41.1698675, -8.6320326 41.1699076, -8.631995999999999 41.1699596, -8.6319363 41.1700615, -8.6319049 41.17012, -8.631863299999999 41.1701639, -8.6317933 41.170223, -8.6316784 41.1702948, -8.631591 41.1703261, -8.63147 41.1703461, -8.631392699999999 41.170345, -8.6313449 41.1703378, -8.6312999 41.1703177, -8.6311266 41.1699844)",3,2,2,0
2331,2334,40,258.019,40.0,23.2,90.0,"LINESTRING (-8.6303599 41.1696456, -8.6301705 41.1698236, -8.629924900000001 41.1700544, -8.6298931 41.170068, -8.6298519 41.1700795, -8.629806 41.170086, -8.629758799999999 41.1700865, -8.628934599999999 41.1698817, -8.6286661 41.1698179, -8.628322799999999 41.1697311, -8.6281772 41.1696938, -8.6280223 41.1696681, -8.6277496 41.169641, -8.627636499999999 41.1696443)",3,3,3,2
2331,2332,40,24.727,40.0,2.2,247.1,"LINESTRING (-8.6303599 41.1696456, -8.630544499999999 41.1695851, -8.630632 41.1695591)",3,3,3,2
2332,3396,30,20.994,30.0,2.5,159.9,"LINESTRING (-8.630632 41.1695591, -8.6305458 41.1693818)",3,2,3,0
2332,2331,40,24.727,40.0,2.2,67.1,"LINESTRING (-8.630632 41.1695591, -8.630544499999999 41.1695851, -8.6303599 41.1696456)",3,2,3,2
2332,2329,30,80.869,30.0,9.7,318.8,"LINESTRING (-8.630632 41.1695591, -8.630883300000001 41.1700551, -8.6310129 41.1700209, -8.6311266 41.1699844)",3,2,3,0
2333,286,0,86.898,48.6,6.4,170.4,"LINESTRING (-8.6257936 41.1699205, -8.625780300000001 41.1698504, -8.6256211 41.1691499)",4,3,3,0
2333,1125,0,190.782,48.6,14.1,350.9,"LINESTRING (-8.6257936 41.1699205, -8.625899499999999 41.1704093, -8.626032800000001 41.1710435, -8.6261528 41.1716148)",4,3,3,0
2333,2566,40,108.26,40.0,9.7,260.2,"LINESTRING (-8.6257936 41.1699205, -8.6258917 41.1699105, -8.6266865 41.1698079, -8.6268736 41.1697858, -8.6270677 41.1697542)",5,4,3,2
2334,2566,40,49.258,40.0,4.4,75.6,"LINESTRING (-8.627636499999999 41.1696443, -8.6275622 41.1696488, -8.6270677 41.1697542)",3,4,3,2
2334,2331,40,258.019,40.0,23.2,270.0,"LINESTRING (-8.627636499999999 41.1696443, -8.6277496 41.169641, -8.6280223 41.1696681, -8.6281772 41.1696938, -8.628322799999999 41.1697311, -8.6286661 41.1698179, -8.628934599999999 41.1698817, -8.629758799999999 41.1700865, -8.629806 41.170086, -8.6298519 41.1700795, -8.6298931 41.170068, -8.629924900000001 41.1700544, -8.6301705 41.1698236, -8.6303599 41.1696456)",3,2,3,2
2334,3504,0,199.415,44.4,16.2,354.9,"LINESTRING (-8.627636499999999 41.1696443, -8.627646500000001 41.1697245, -8.627701099999999 41.170215, -8.627968600000001 41.1712957, -8.627840600000001 41.1713694)",3,1,3,0
2335,3193,0,13.945,46.2,1.1,325.1,"LINESTRING (-8.6326882 41.1579584, -8.6327836 41.1580612)",5,2,3,2
2335,4464,0,165.856,46.2,12.9,144.5,"LINESTRING (-8.6326882 41.1579584, -8.632610700000001 41.1578774, -8.632577700000001 41.1578429, -8.632356400000001 41.1576116, -8.6322388 41.1574887, -8.631634399999999 41.1568482, -8.6315372 41.1567444)",5,2,3,2
2335,1153,0,331.22,44.4,26.9,269.4,"LINESTRING (-8.6326882 41.1579584, -8.632759200000001 41.157923, -8.633640099999999 41.1574872, -8.633737999999999 41.1574738, -8.633858699999999 41.1574776, -8.633966900000001 41.157491, -8.6341888 41.1575286, -8.634733499999999 41.1576284, -8.6347884 41.1576385, -8.635368400000001 41.1577332, -8.635403 41.15774, -8.6354676 41.1577611, -8.635600500000001 41.1577881, -8.6357839 41.1578199, -8.6362825 41.1578992, -8.636383500000001 41.1579269)",3,3,3,0
2336,183,50,252.54,50.0,18.2,168.8,"LINESTRING (-8.566344000000001 41.1659433, -8.566167500000001 41.1656039, -8.566064799999999 41.165339, -8.5659961 41.1650367, -8.5657587 41.1637248)",2,1,2,2
2336,2337,0,134.633,44.4,10.9,268.6,"LINESTRING (-8.566344000000001 41.1659433, -8.5664617 41.1659412, -8.567951900000001 41.1659143)",3,3,2,0
2337,2336,0,134.633,44.4,10.9,88.6,"LINESTRING (-8.567951900000001 41.1659143, -8.5664617 41.1659412, -8.566344000000001 41.1659433)",3,2,3,0
2337,2747,0,435.847,44.4,35.3,167.0,"LINESTRING (-8.567951900000001 41.1659143, -8.567716000000001 41.1654326, -8.5675258 41.165044, -8.567389 41.1647808, -8.5671462 41.1643135, -8.566993699999999 41.1639935, -8.566938199999999 41.1638769, -8.5668956 41.1637671, -8.5668471 41.1635671, -8.5668389 41.1635025, -8.5668258 41.1631853, -8.5668147 41.1626799, -8.566792899999999 41.1621738, -8.5667916 41.1621417)",3,3,3,0
2337,2792,0,84.945,44.4,6.9,305.3,"LINESTRING (-8.567951900000001 41.1659143, -8.5680724 41.1661196, -8.5681043 41.1661585, -8.568159 41.1661756, -8.568356400000001 41.1661825, -8.5685112 41.1661973, -8.568606900000001 41.1662236, -8.568691400000001 41.1663087)",3,2,3,0
2338,41,0,51.326,48.6,3.8,180.9,"LINESTRING (-8.610037999999999 41.1556591, -8.6100485 41.1552694, -8.610047700000001 41.1551976)",4,3,3,3
2338,366,0,177.448,48.6,13.1,1.5,"LINESTRING (-8.610037999999999 41.1556591, -8.609996900000001 41.1571741, -8.6099838 41.157254)",4,3,3,3
2339,4257,0,39.865,44.4,3.2,276.4,"LINESTRING (-8.606551400000001 41.16645, -8.606682599999999 41.1664615, -8.6070247 41.1664897)",3,2,2,1
2339,876,0,118.84,48.6,8.8,172.1,"LINESTRING (-8.606551400000001 41.16645, -8.606495900000001 41.1658972, -8.606454299999999 41.1655181, -8.6064434 41.1654902, -8.6064255 41.1654649, -8.6063584 41.1654078)",4,2,2,2
2340,2339,0,174.802,48.6,12.9,181.2,"LINESTRING (-8.6065062 41.1680215, -8.6065126 41.1676392, -8.606539100000001 41.1665876, -8.606551400000001 41.16645)",4,2,2,2
2341,931,0,123.74,44.4,10.0,192.1,"LINESTRING (-8.613941199999999 41.1641823, -8.6142504 41.1630941)",3,2,2,0
2342,4424,50,41.535,50.0,3.0,259.7,"LINESTRING (-8.6213313 41.1604688, -8.6217094 41.1604473, -8.621738199999999 41.1604451, -8.621760200000001 41.1604396, -8.6217799 41.1604303, -8.6217927 41.1604178, -8.6218024 41.1604041)",5,2,2,0
2343,1499,0,88.706,44.4,7.2,200.2,"LINESTRING (-8.622510200000001 41.1656055, -8.6228757 41.1648567)",3,1,1,0
2343,1492,0,26.572,44.4,2.2,102.8,"LINESTRING (-8.622510200000001 41.1656055, -8.6222007 41.1655524)",3,2,1,0
2344,197,0,25.087,48.6,1.9,127.9,"LINESTRING (-8.6337326 41.1633796, -8.633635200000001 41.1633171, -8.6334964 41.163241)",4,1,2,2
2345,1532,0,86.999,39.2,8.0,359.9,"LINESTRING (-8.6214791 41.1627832, -8.6214814 41.1635656)",0,3,2,0
2345,280,0,52.162,48.6,3.9,96.4,"LINESTRING (-8.6214791 41.1627832, -8.620859899999999 41.1627307)",4,3,2,3
2346,1488,0,197.204,44.4,16.0,6.1,"LINESTRING (-8.6182026 41.1657315, -8.618115599999999 41.1663281, -8.6179674 41.1673828, -8.617951700000001 41.1674949)",3,2,2,0
2346,1491,50,95.392,50.0,6.9,273.6,"LINESTRING (-8.6182026 41.1657315, -8.6182508 41.1657336, -8.6182952 41.1657356, -8.6193399 41.1657856)",3,2,2,0
2347,4587,0,10.466,48.6,0.8,88.8,"LINESTRING (-8.627315400000001 41.1668615, -8.6271904 41.1668635)",4,1,1,1
2347,831,0,15.634,48.6,1.2,10.9,"LINESTRING (-8.627315400000001 41.1668615, -8.6272947 41.1669174, -8.627282900000001 41.1669558, -8.6272802 41.1669989)",4,1,1,1
2348,1495,0,171.663,44.4,13.9,156.0,"LINESTRING (-8.621275000000001 41.1671234, -8.6212491 41.1670552, -8.621101400000001 41.1666667, -8.621017200000001 41.1664759, -8.620911700000001 41.1662851, -8.620552200000001 41.1658466, -8.6205341 41.1658245, -8.620446899999999 41.1657243)",3,2,2,0
2349,3593,0,74.129,44.4,6.0,178.2,"LINESTRING (-8.620593899999999 41.1683422, -8.620568799999999 41.1677092, -8.6205658 41.1676759)",3,2,1,0
2349,3594,0,203.638,44.4,16.5,335.7,"LINESTRING (-8.620593899999999 41.1683422, -8.620612700000001 41.1684361, -8.6208273 41.1686955, -8.6211331 41.1693396, -8.6211384 41.1694971, -8.6212103 41.1696812, -8.6211883 41.1697432, -8.6212742 41.1697881, -8.621457700000001 41.169884, -8.6215156 41.1699176, -8.6215496 41.1699356)",3,2,1,0
2349,904,0,156.523,39.2,14.4,248.2,"LINESTRING (-8.620593899999999 41.1683422, -8.620734199999999 41.1683157, -8.621078300000001 41.1682549, -8.6213427 41.1682382, -8.621598499999999 41.1681538, -8.6216645 41.1681255, -8.621880000000001 41.1680081, -8.6219999 41.16795, -8.622131700000001 41.1678883, -8.6223014 41.1678284)",0,1,1,0
2350,2354,0,172.726,44.4,14.0,183.0,"LINESTRING (-8.6276843 41.1662903, -8.627496900000001 41.1659832, -8.627487500000001 41.1658425, -8.6275113 41.1656736, -8.6277097 41.1650407, -8.6277873 41.1647931)",3,1,2,0
2350,3167,0,216.991,46.2,16.9,243.0,"LINESTRING (-8.6276843 41.1662903, -8.6286767 41.1659824, -8.6299878 41.1654052)",5,2,2,2
2351,226,0,126.899,48.6,9.4,279.5,"LINESTRING (-8.628207099999999 41.1648467, -8.6295693 41.165019, -8.629702099999999 41.1650357)",4,2,2,3
2351,1533,0,63.85,44.4,5.2,190.3,"LINESTRING (-8.628207099999999 41.1648467, -8.6282245 41.1647747, -8.628344 41.1642818)",3,2,2,0
2352,1122,0,16.762,48.6,1.2,160.4,"LINESTRING (-8.612373 41.1685058, -8.6123058 41.1683638)",4,3,2,2
2352,1513,0,187.57,44.4,15.2,278.1,"LINESTRING (-8.612373 41.1685058, -8.6124727 41.1685244, -8.612507600000001 41.1685251, -8.612552000000001 41.1685259, -8.6126892 41.1685442, -8.6128828 41.1685663, -8.612909200000001 41.1685715, -8.6129914 41.1685879, -8.614023299999999 41.1688807, -8.6140785 41.1688878, -8.6141269 41.1688899, -8.614180599999999 41.1688884, -8.614231699999999 41.1688799, -8.6143147 41.1688538, -8.614361600000001 41.1688287, -8.614387000000001 41.1688076, -8.614395099999999 41.1687827, -8.6143979 41.1687562, -8.614399300000001 41.1687236)",3,1,2,0
2352,307,0,214.109,48.6,15.9,347.2,"LINESTRING (-8.612373 41.1685058, -8.6124569 41.1687182, -8.61284 41.1696094, -8.612863300000001 41.1696617, -8.612917400000001 41.1699072, -8.6129464 41.1700975, -8.6129333 41.170369)",4,3,2,2
2353,4928,0,63.317,48.6,4.7,10.3,"LINESTRING (-8.626724599999999 41.1658858, -8.626588999999999 41.166446)",4,2,1,2
2353,915,0,208.398,44.4,16.9,160.1,"LINESTRING (-8.626724599999999 41.1658858, -8.6260963 41.1657731, -8.6260429 41.1657631, -8.625974599999999 41.1657502, -8.6258976 41.1657241, -8.6258549 41.1656904, -8.625838399999999 41.1656774, -8.625797 41.1656365, -8.6257821 41.1655645, -8.625788999999999 41.1654522, -8.6257994 41.1653192, -8.625819099999999 41.1651803, -8.625848400000001 41.165072, -8.625893 41.1649069, -8.625942800000001 41.1647379, -8.6260177 41.1646532, -8.626092699999999 41.1645684)",3,1,1,0
2354,2351,0,35.643,48.6,2.6,279.6,"LINESTRING (-8.6277873 41.1647931, -8.6281491 41.1648393, -8.628207099999999 41.1648467)",4,2,2,3
2355,1488,0,141.238,46.2,11.0,94.7,"LINESTRING (-8.619628499999999 41.1675988, -8.6195909 41.1676008, -8.6195456 41.1676033, -8.619384200000001 41.1676121, -8.6182549 41.1674999, -8.617951700000001 41.1674949)",5,2,2,0
2355,1494,0,47.94,46.2,3.7,265.0,"LINESTRING (-8.619628499999999 41.1675988, -8.6197944 41.1675878, -8.620057299999999 41.1675703, -8.620199 41.1675609)",5,3,2,0
2355,905,0,134.464,44.4,10.9,357.4,"LINESTRING (-8.619628499999999 41.1675988, -8.6196761 41.1686891, -8.619702500000001 41.1688058)",3,2,2,0
2356,285,0,169.883,46.2,13.2,249.9,"LINESTRING (-8.6227567 41.1603937, -8.6240986 41.160033, -8.6245613 41.1598987, -8.624662300000001 41.1598688)",5,4,2,2
2356,3526,0,46.376,46.2,3.6,91.1,"LINESTRING (-8.6227567 41.1603937, -8.6226497 41.160409, -8.6225963 41.1604173, -8.622548999999999 41.1604268, -8.622515399999999 41.1604285, -8.6224726 41.1604274, -8.622340299999999 41.1604088, -8.622213500000001 41.1603856)",5,1,2,0
2357,1451,0,42.246,48.6,3.1,191.6,"LINESTRING (-8.6119679 41.1590331, -8.6120698 41.158661)",4,3,2,2
2357,2358,0,59.602,48.6,4.4,11.0,"LINESTRING (-8.6119679 41.1590331, -8.6119495 41.1591026, -8.6118316 41.1595592)",4,3,2,2
2357,934,0,110.461,44.4,9.0,102.2,"LINESTRING (-8.6119679 41.1590331, -8.6118939 41.1590208, -8.6117077 41.158992, -8.6107855 41.1588426, -8.610678399999999 41.1588228)",3,2,2,1
2358,2357,0,59.602,48.6,4.4,191.0,"LINESTRING (-8.6118316 41.1595592, -8.6119495 41.1591026, -8.6119679 41.1590331)",4,3,3,2
2358,433,0,127.028,48.6,9.4,9.5,"LINESTRING (-8.6118316 41.1595592, -8.611820099999999 41.1595983, -8.611789399999999 41.1597375, -8.6117323 41.1600184, -8.611647 41.1604019, -8.611580099999999 41.1606857)",4,2,3,2
2358,1449,0,346.617,39.2,31.8,219.9,"LINESTRING (-8.6118316 41.1595592, -8.6119187 41.159559, -8.6130373 41.1595635, -8.6131285 41.1595514, -8.613345900000001 41.159507, -8.613376000000001 41.1593741, -8.613490799999999 41.1593338, -8.613623 41.1590006, -8.6136561 41.1588835, -8.613687199999999 41.1587328, -8.613674899999999 41.1584251, -8.613682000000001 41.1583493, -8.6139122 41.1577643, -8.613959700000001 41.1576435)",0,3,3,0
2359,1021,0,64.264,43.6,5.3,52.2,"LINESTRING (-8.580863900000001 41.1636302, -8.5808093 41.1637154, -8.5807766 41.163771, -8.580713599999999 41.1638322, -8.5806772 41.1638634, -8.580632 41.1638946, -8.580565399999999 41.1639272, -8.580489999999999 41.1639422, -8.5803064 41.1639561)",2,1,1,1
2359,950,0,80.656,43.3,6.7,344.0,"LINESTRING (-8.580863900000001 41.1636302, -8.5808678 41.1637194, -8.5808579 41.1638409, -8.580867599999999 41.1639287, -8.580907399999999 41.1640339, -8.580966999999999 41.1641434, -8.581054099999999 41.1642359, -8.5811206 41.1643048)",2,1,1,1
2360,1020,0,89.862,55.8,5.8,181.5,"LINESTRING (-8.5813521 41.1624963, -8.5812917 41.1622835, -8.581337400000001 41.1621112, -8.5813977 41.1618708, -8.581378900000001 41.1617012)",1,1,2,1
2361,3225,0,19.87,44.4,1.6,242.1,"LINESTRING (-8.651907899999999 41.1601321, -8.6521176 41.1600484)",3,3,3,0
2361,3760,0,114.895,44.4,9.3,153.2,"LINESTRING (-8.651907899999999 41.1601321, -8.651288600000001 41.15921)",3,3,3,0
2361,2363,0,106.254,44.4,8.6,56.5,"LINESTRING (-8.651907899999999 41.1601321, -8.6516243 41.1602536, -8.6508509 41.1606597)",3,3,3,0
2362,3225,0,23.462,44.4,1.9,62.0,"LINESTRING (-8.652365100000001 41.1599494, -8.6521176 41.1600484)",3,3,4,0
2362,3759,0,114.631,44.4,9.3,152.7,"LINESTRING (-8.652365100000001 41.1599494, -8.6517374 41.1590332)",3,3,4,0
2362,3222,0,106.1,44.4,8.6,294.9,"LINESTRING (-8.652365100000001 41.1599494, -8.6528189 41.1597687, -8.652839500000001 41.1597666, -8.652860199999999 41.159768, -8.6528785 41.1597747, -8.652894399999999 41.1597849, -8.653190499999999 41.1602384)",3,3,4,0
2363,2361,0,106.254,44.4,8.6,236.5,"LINESTRING (-8.6508509 41.1606597, -8.6516243 41.1602536, -8.651907899999999 41.1601321)",3,3,3,0
2363,1183,0,289.553,44.4,23.5,173.7,"LINESTRING (-8.6508509 41.1606597, -8.650727399999999 41.1605277, -8.6504548 41.160238, -8.6504037 41.1601567, -8.6503161 41.1599521, -8.6501553 41.1595033, -8.650168300000001 41.1593337, -8.6501822 41.1590823, -8.65019 41.1589405, -8.6502055 41.1588475, -8.650240399999999 41.1587688, -8.6503497 41.1585013, -8.6504952 41.1582244)",3,3,3,0
2363,1144,0,109.886,44.4,8.9,326.8,"LINESTRING (-8.6508509 41.1606597, -8.6512832 41.1611555, -8.651487899999999 41.1613902, -8.651498699999999 41.1614026, -8.651569200000001 41.1614868)",3,2,3,0
2364,2435,0,56.396,44.4,4.6,239.2,"LINESTRING (-8.651127900000001 41.1619388, -8.6512707 41.1619596, -8.6514408 41.1619843, -8.6514922 41.1619614, -8.651538199999999 41.16182, -8.6515437 41.1618007, -8.651559600000001 41.161745)",3,1,3,0
2364,1260,0,351.011,48.6,26.0,12.2,"LINESTRING (-8.651127900000001 41.1619388, -8.6511101 41.1619961, -8.6510727 41.1621166, -8.651040500000001 41.1622504, -8.651032300000001 41.1622786, -8.651004199999999 41.1623931, -8.650996900000001 41.1624228, -8.650983500000001 41.1624772, -8.6509751 41.1625087, -8.6509263 41.1626921, -8.650920299999999 41.1627162, -8.650911499999999 41.1627477, -8.650896400000001 41.1628046, -8.650865700000001 41.162914, -8.650858899999999 41.1629383, -8.650847600000001 41.1629754, -8.6508071 41.1631117, -8.6507933 41.1631551, -8.6507703 41.1632333, -8.6507392 41.1633392, -8.6507311 41.1633681, -8.6507246 41.1633903, -8.6507165 41.163418, -8.6506788 41.1635464, -8.6506673 41.1635857, -8.6506177 41.163755, -8.650608800000001 41.1637852, -8.6505495 41.163986, -8.650545299999999 41.1640001, -8.6505408 41.1640152, -8.650486300000001 41.1641963, -8.650474900000001 41.164235, -8.650461200000001 41.1642815, -8.650418999999999 41.1644246, -8.6503899 41.1645233, -8.650378999999999 41.1645604, -8.650357400000001 41.164633, -8.650344499999999 41.1646775, -8.6502876 41.1648704, -8.650274899999999 41.1649057, -8.65024 41.1650236)",4,3,3,2
2364,2423,0,29.087,48.6,2.2,193.2,"LINESTRING (-8.651127900000001 41.1619388, -8.651183899999999 41.1617587, -8.651207100000001 41.1616841)",4,3,3,3
2365,2377,0,48.997,39.2,4.5,65.2,"LINESTRING (-8.5999441 41.1724005, -8.5994125 41.172585)",0,3,3,0
2365,1410,0,66.185,44.4,5.4,336.2,"LINESTRING (-8.5999441 41.1724005, -8.600016800000001 41.1725267, -8.600262600000001 41.1729453)",3,2,3,0
2365,2376,0,40.997,39.2,3.8,190.0,"LINESTRING (-8.5999441 41.1724005, -8.600133 41.172318, -8.600139 41.1722815, -8.600002999999999 41.1721489)",0,3,3,0
2366,3269,0,166.118,44.4,13.5,313.9,"LINESTRING (-8.603549900000001 41.1729387, -8.6039177 41.172789, -8.604101200000001 41.1728973, -8.6043205 41.1729833, -8.6043477 41.1730296, -8.604377400000001 41.1735176, -8.604528999999999 41.1735186, -8.6045587 41.1735462, -8.6045648 41.1736749)",3,3,3,0
2366,1014,0,87.452,44.4,7.1,348.3,"LINESTRING (-8.603549900000001 41.1729387, -8.603652500000001 41.1731454, -8.603704799999999 41.1732841, -8.603725300000001 41.1734241, -8.603749499999999 41.1735784, -8.6037561 41.1736323, -8.6037607 41.1737035)",3,4,3,0
2366,2373,0,183.299,44.4,14.9,122.1,"LINESTRING (-8.603549900000001 41.1729387, -8.6034071 41.1727784, -8.6032229 41.1726175, -8.6030856 41.1725247, -8.602882299999999 41.1724177, -8.6025022 41.172284, -8.601747 41.1720871)",3,3,3,0
2367,2375,0,28.588,39.2,2.6,260.8,"LINESTRING (-8.5996775 41.1719535, -8.600014699999999 41.1719126)",0,3,2,0
2367,2371,0,24.073,44.4,2.0,335.8,"LINESTRING (-8.5996775 41.1719535, -8.5997953 41.172151)",3,3,2,0
2368,4834,0,28.33,46.2,2.2,121.8,"LINESTRING (-8.6004711 41.1758223, -8.6002622 41.175725, -8.600183299999999 41.1756882)",5,2,1,1
2368,1013,0,24.79,46.2,1.9,72.2,"LINESTRING (-8.6004711 41.1758223, -8.6003335 41.1758346, -8.6002572 41.1758645, -8.6001937 41.1758894)",5,2,1,1
2369,2373,0,10.497,44.4,0.9,291.1,"LINESTRING (-8.60163 41.1720531, -8.601747 41.1720871)",3,3,1,0
2370,4144,0,123.211,44.4,10.0,82.8,"LINESTRING (-8.593063900000001 41.1768608, -8.5930125 41.1768431, -8.5929172 41.1768264, -8.592639699999999 41.1768099, -8.5917511 41.1769177, -8.5917163 41.1769289, -8.591692699999999 41.176944, -8.591673699999999 41.1769688, -8.5916716 41.1769932)",3,1,2,2
2371,2376,0,17.386,39.2,1.6,269.2,"LINESTRING (-8.5997953 41.172151, -8.600002999999999 41.1721489)",0,3,3,0
2371,2379,0,48.499,39.2,4.5,66.3,"LINESTRING (-8.5997953 41.172151, -8.5992649 41.1723266)",0,3,3,0
2371,2365,0,30.411,44.4,2.5,335.8,"LINESTRING (-8.5997953 41.172151, -8.5999441 41.1724005)",3,3,3,0
2372,1329,0,116.495,44.4,9.4,286.8,"LINESTRING (-8.587809200000001 41.1732707, -8.588025 41.1732809, -8.588156100000001 41.1732982, -8.5890045 41.1735354, -8.5891334 41.1735714)",3,3,1,0
2373,2369,0,10.497,44.4,0.9,111.1,"LINESTRING (-8.601747 41.1720871, -8.60163 41.1720531)",3,1,3,0
2373,1000,0,199.859,44.4,16.2,12.6,"LINESTRING (-8.601747 41.1720871, -8.601686000000001 41.1722117, -8.6015385 41.1725105, -8.601278300000001 41.1728719, -8.6012381 41.1729466, -8.6012086 41.1730476, -8.6011951 41.1731627, -8.601229399999999 41.1737055, -8.6012372 41.1737971)",3,3,3,0
2373,2366,0,183.299,44.4,14.9,302.1,"LINESTRING (-8.601747 41.1720871, -8.6025022 41.172284, -8.602882299999999 41.1724177, -8.6030856 41.1725247, -8.6032229 41.1726175, -8.6034071 41.1727784, -8.603549900000001 41.1729387)",3,3,3,0
2374,2147,0,21.055,44.4,1.7,255.5,"LINESTRING (-8.5930485 41.1769973, -8.5931192 41.1769746, -8.5931441 41.1769677, -8.593221099999999 41.1769572, -8.593290400000001 41.1769502)",3,2,1,0
2374,2370,0,16.141,44.4,1.3,184.9,"LINESTRING (-8.5930485 41.1769973, -8.5930743 41.1769626, -8.593083 41.1769234, -8.593083399999999 41.1768946, -8.593063900000001 41.1768608)",3,1,1,0
2375,2367,0,28.588,39.2,2.6,80.8,"LINESTRING (-8.600014699999999 41.1719126, -8.5996775 41.1719535)",0,2,3,0
2375,2376,0,26.294,39.2,2.4,2.1,"LINESTRING (-8.600014699999999 41.1719126, -8.600002999999999 41.1721489)",0,3,3,0
2375,1109,0,91.446,39.2,8.4,126.1,"LINESTRING (-8.600014699999999 41.1719126, -8.600038899999999 41.171532, -8.5994616 41.1716092)",0,2,3,0
2376,2371,0,17.386,39.2,1.6,89.2,"LINESTRING (-8.600002999999999 41.1721489, -8.5997953 41.172151)",0,3,3,0
2376,2375,0,26.294,39.2,2.4,182.1,"LINESTRING (-8.600002999999999 41.1721489, -8.600014699999999 41.1719126)",0,3,3,0
2376,2365,0,40.997,39.2,3.8,10.0,"LINESTRING (-8.600002999999999 41.1721489, -8.600139 41.1722815, -8.600133 41.172318, -8.5999441 41.1724005)",0,3,3,0
2377,1416,0,17.426,39.2,1.6,334.6,"LINESTRING (-8.5994125 41.172585, -8.599501699999999 41.1727266)",0,3,3,0
2377,2379,0,31.276,39.2,2.9,156.7,"LINESTRING (-8.5994125 41.172585, -8.5992649 41.1723266)",0,3,3,0
2377,2365,0,48.997,39.2,4.5,245.2,"LINESTRING (-8.5994125 41.172585, -8.5999441 41.1724005)",0,3,3,0
2378,980,0,48.945,44.4,4.0,54.7,"LINESTRING (-8.593757 41.1698441, -8.593279900000001 41.1700986)",3,3,3,0
2378,867,0,135.256,44.4,11.0,144.6,"LINESTRING (-8.593757 41.1698441, -8.592821300000001 41.1688524)",3,2,3,0
2379,2377,0,31.276,39.2,2.9,336.7,"LINESTRING (-8.5992649 41.1723266, -8.5994125 41.172585)",0,3,3,0
2379,1415,0,19.751,39.2,1.8,154.3,"LINESTRING (-8.5992649 41.1723266, -8.599162700000001 41.1721665)",0,3,3,0
2379,2371,0,48.499,39.2,4.5,246.3,"LINESTRING (-8.5992649 41.1723266, -8.5997953 41.172151)",0,3,3,0
2380,4145,0,18.866,44.4,1.5,261.6,"LINESTRING (-8.5916061 41.1771401, -8.5918291 41.1771153)",3,1,2,0
2380,3955,0,30.565,44.4,2.5,82.4,"LINESTRING (-8.5916061 41.1771401, -8.5915661 41.1771449, -8.591244100000001 41.1771763)",3,3,2,0
2381,2378,0,9.322,44.4,0.8,143.4,"LINESTRING (-8.5938234 41.1699114, -8.593757 41.1698441)",3,2,1,0
2381,870,0,72.532,44.4,5.9,234.6,"LINESTRING (-8.5938234 41.1699114, -8.5945298 41.1695336)",3,2,1,0
2382,871,0,85.436,44.4,6.9,57.2,"LINESTRING (-8.594369800000001 41.1680748, -8.594317200000001 41.1680821, -8.5942673 41.1680955, -8.5939195 41.1682645, -8.5935168 41.1684879)",3,2,2,0
2383,2380,0,10.919,44.4,0.9,40.7,"LINESTRING (-8.5916897 41.1770669, -8.591664099999999 41.1770994, -8.5916432 41.1771204, -8.5916061 41.1771401)",3,2,1,0
2383,4145,0,12.989,44.4,1.1,294.8,"LINESTRING (-8.5916897 41.1770669, -8.591722300000001 41.1770857, -8.591758799999999 41.1770991, -8.5918291 41.1771153)",3,1,1,0
2384,808,0,78.471,44.4,6.4,282.1,"LINESTRING (-8.6257924 41.1486704, -8.625802699999999 41.1486723, -8.625994800000001 41.1487065, -8.626166 41.1487323, -8.626592 41.1487998, -8.6267087 41.1488183)",3,2,2,0
2385,1573,0,74.011,44.4,6.0,211.0,"LINESTRING (-8.628500600000001 41.1510731, -8.628551699999999 41.1510399, -8.6288631 41.1506969, -8.628951300000001 41.150509)",3,1,2,0
2385,1127,0,57.0,44.4,4.6,301.0,"LINESTRING (-8.628500600000001 41.1510731, -8.6285892 41.1511119, -8.628731699999999 41.1511725, -8.628875600000001 41.1512449, -8.6289894 41.1513022, -8.629083700000001 41.1513364)",3,2,2,2
2386,3571,0,13.437,44.4,1.1,93.4,"LINESTRING (-8.6291206 41.1492001, -8.6289604 41.149193)",3,2,2,0
2386,1570,0,27.354,44.4,2.2,180.1,"LINESTRING (-8.6291206 41.1492001, -8.6291209 41.1489946, -8.629121 41.1489541)",3,1,2,0
